state,geoid,ansi_code,county_name,population_per_square_mile
NC,37133,1026341,Onslow County,233.0690245
NC,37135,1008576,Orange County,336.2188975
NC,37137,1023355,Pamlico County,39.05662676
NC,37139,1026330,Pasquotank County,179.2180889
NC,37141,1026129,Pender County,60.0336861
NC,37143,1025841,Perquimans County,54.44596886
NC,37145,1008577,Person County,100.5908412
NC,37147,1008578,Pitt County,257.9055945
NC,37149,1008579,Polk County,86.25293853
NC,37151,1008580,Randolph County,181.1487802
NC,37153,1008581,Richmond County,98.43168623
NC,37155,1026130,Robeson County,141.3453769
NC,37157,1008582,Rockingham County,165.5783475
NC,37159,1008583,Rowan County,270.6981583
NC,37161,1008584,Rutherford County,120.1983157
NC,37163,1026131,Sampson County,67.14122404
NC,37165,1008585,Scotland County,113.3999279
NC,37167,1025844,Stanly County,153.34636
NC,37169,1008586,Stokes County,105.6037892
NC,37171,1008587,Surry County,138.4398853
NC,37173,1008588,Swain County,26.47936727
NC,37175,1008589,Transylvania County,87.41757545
NC,37177,1026332,Tyrrell County,11.32802961
NC,37179,1008590,Union County,318.7420826
NC,37181,1008591,Vance County,179.167472
NC,37183,1008592,Wake County,1078.750603
NC,37185,1008593,Warren County,48.94784995
NC,37187,1026331,Washington County,37.99675413
NC,37189,1008594,Watauga County,163.4235145
NC,37191,1026128,Wayne County,221.7065308
NC,37193,1008595,Wilkes County,91.92897049
NC,37195,1008596,Wilson County,220.6402408
NC,37197,1008597,Yadkin County,114.7033262
NC,37199,1008598,Yancey County,56.99990723
ND,38001,1034210,Adams County,2.372372342
ND,38003,1034225,Barnes County,7.419107857
ND,38005,1034216,Benson County,4.795824608
ND,38007,1035616,Billings County,0.681549337
ND,38009,1034227,Bottineau County,3.85334397
ND,38011,1035619,Bowman County,2.712154428
ND,38013,1034235,Burke County,1.783306511
ND,38015,1035614,Burleigh County,49.80115187
ND,38017,1034226,Cass County,84.86308576
ND,38019,1035304,Cavalier County,2.682114067
ND,38021,1035622,Dickey County,4.674450052
ND,38023,1034234,Divide County,1.642626108
ND,38025,1035623,Dunn County,1.760552861
ND,38027,1034222,Eddy County,3.784687014
ND,38029,1035615,Emmons County,2.3503163
ND,38031,1034223,Foster County,5.260813939
ND,38033,1035617,Golden Valley County,1.678680557
ND,38035,1034218,Grand Forks County,46.5483968
ND,38037,1035300,Grant County,1.442917079
ND,38039,1034219,Griggs County,3.414148967
ND,38041,1034209,Hettinger County,2.187735433
ND,38043,1034206,Kidder County,1.802116506
ND,38045,1035621,LaMoure County,3.611872493
ND,38047,1035620,Logan County,2.004395569
ND,38049,1035305,McHenry County,2.878939398
ND,38051,1034211,McIntosh County,2.881814815
ND,38053,1035299,McKenzie County,2.304078182
ND,38055,1034232,McLean County,4.245630724
ND,38057,1034233,Mercer County,8.077034815
ND,38059,1034207,Morton County,14.26124064
ND,38061,1035307,Mountrail County,4.20369715
ND,38063,1034217,Nelson County,3.184028927
ND,38065,1034205,Oliver County,2.554978402
ND,38067,1034212,Pembina County,6.626476945
ND,38069,1034230,Pierce County,4.277439623
ND,38071,1034215,Ramsey County,9.648195987
ND,38073,1035301,Ransom County,6.328005687
ND,38075,1034229,Renville County,2.816249417
ND,38077,1035302,Richland County,11.36734832
ND,38079,1034228,Rolette County,15.43275837
ND,38081,1035303,Sargent County,4.460037297
ND,38083,1034203,Sheridan County,1.358523785
ND,38085,1034208,Sioux County,3.795834727
ND,38087,1035896,Slope County,0.598392325
ND,38089,1035618,Stark County,18.13019064
ND,38091,1034220,Steele County,2.77303904
ND,38093,1034224,Stutsman County,9.497129256
ND,38095,1034213,Towner County,2.192158398
ND,38097,1034221,Traill County,9.42167112
ND,38099,1034214,Walsh County,8.67363376
ND,38101,1034231,Ward County,30.63410486
ND,38103,1034204,Wells County,3.309869737
ND,38105,1035306,Williams County,10.78174122
OH,39001,1074014,Adams County,48.89812235
OH,39003,1074015,Allen County,264.1790229
OH,39005,1074016,Ashland County,125.6389644
OH,39007,1074017,Ashtabula County,144.5968336
OH,39009,1074018,Athens County,128.5886759
OH,39011,1074019,Auglaize County,114.4758412
OH,39013,1065575,Belmont County,132.2987471
OH,39015,1074020,Brown County,91.51946059
OH,39017,1074021,Butler County,788.1924223
OH,39019,1074022,Carroll County,73.07486651
OH,39021,1074023,Champaign County,93.5383711
OH,39023,1074024,Clark County,348.031187
OH,39025,1074025,Clermont County,436.5472241
OH,39027,1074026,Clinton County,102.8667626
OH,39029,1074027,Columbiana County,202.7494252
OH,39031,1074028,Coshocton County,65.43739903
OH,39033,1074029,Crawford County,108.9734336
OH,39035,1074030,Cuyahoga County,2799.972003
OH,39037,1074031,Darke County,88.54539375
OH,39039,1074032,Defiance County,94.87434988
OH,39041,1074033,Delaware County,393.1726164
OH,39043,1074034,Erie County,306.4064748
OH,39045,1074035,Fairfield County,289.7557746
OH,39047,1074036,Fayette County,71.43964543
OH,39049,1074037,Franklin County,2186.095891
OH,39051,1074038,Fulton County,105.3119674
OH,39053,1074039,Gallia County,66.30656121
OH,39055,1074040,Geauga County,233.3768155
OH,39057,1074041,Greene County,390.5285827
OH,39059,1074042,Guernsey County,76.75766964
OH,39061,1074043,Hamilton County,1976.728832
OH,39063,1074044,Hancock County,140.7375065
OH,39065,1074045,Hardin County,68.14978582
OH,39067,1074046,Harrison County,39.42943637
OH,39069,1074047,Henry County,67.82288887
OH,39071,1074048,Highland County,78.81081355
OH,39073,1074049,Hocking County,69.73272288
OH,39075,1074050,Holmes County,100.2667247
OH,39077,1074051,Huron County,121.315578
OH,39079,1074052,Jackson County,79.04992577
OH,39081,1074053,Jefferson County,170.7177301
OH,39083,1074054,Knox County,115.9309145
OH,39085,1074055,Lake County,1011.200345
OH,39087,1074056,Lawrence County,137.7459079
OH,39089,1074057,Licking County,243.9443223
OH,39091,1074058,Logan County,100.0329386
OH,39093,1074059,Lorain County,613.6334481
OH,39095,1074060,Lucas County,1296.19633
OH,39097,1074061,Madison County,93.2331634
OH,39099,1074062,Mahoning County,580.1983854
OH,39101,1074063,Marion County,164.7055036
OH,39103,1074064,Medina County,408.9918786
OH,39105,1074065,Meigs County,55.26647415
OH,39107,1074066,Mercer County,88.25621852
OH,39109,1074067,Miami County,252.1176644
OH,39111,1074068,Monroe County,32.12930719
OH,39113,1074069,Montgomery County,1159.461644
OH,39115,1074070,Morgan County,36.15074095
OH,39117,1074071,Morrow County,85.76410009
OH,39119,1074072,Muskingum County,129.5165812
OH,39121,1074073,Noble County,36.795373
OH,39123,1074074,Ottawa County,162.5156423
OH,39125,1074075,Paulding County,47.09944818
OH,39127,1074076,Perry County,88.38373316
OH,39129,1074077,Pickaway County,111.1026889
OH,39131,1074078,Pike County,65.2059362
OH,39133,1074079,Portage County,331.1967434
OH,39135,1074080,Preble County,99.6651891
OH,39137,1074081,Putnam County,71.49725816
OH,39139,1074082,Richland County,251.3280662
OH,39141,1074083,Ross County,113.2695288
OH,39143,1074084,Sandusky County,149.2068855
OH,39145,1074085,Scioto County,130.280738
OH,39147,1074086,Seneca County,102.9823036
OH,39149,1074087,Shelby County,121.231373
OH,39151,1065576,Stark County,652.8853358
OH,39153,1074088,Summit County,1312.619322
OH,39155,1074089,Trumbull County,340.1472108
OH,39157,1074090,Tuscarawas County,163.1010013
OH,39159,1074091,Union County,121.1405276
OH,39161,1074092,Van Wert County,70.25158985
OH,39163,1074093,Vinton County,32.58075468
OH,39165,1074094,Warren County,529.991478
OH,39167,1074095,Washington County,97.75433089
OH,39169,1074096,Wayne County,206.3687427
OH,39171,1074097,Williams County,89.4183602
OH,39173,1074098,Wood County,203.3165642
OH,39175,1074099,Wyandot County,55.58354737
OK,40001,1101788,Adair County,39.55346073
OK,40003,1101789,Alfalfa County,6.511590331
OK,40005,1101790,Atoka County,14.53793219
OK,40007,1101791,Beaver County,3.105795427
OK,40009,1101792,Beckham County,24.52747545
OK,40011,1101793,Blaine County,12.86373467
OK,40013,1101794,Bryan County,46.89592038
OK,40015,1101795,Caddo County,23.155953
OK,40017,1101796,Canadian County,128.8619781
OK,40019,1101797,Carter County,57.84291665
OK,40021,1101798,Cherokee County,62.6988236
OK,40023,1101799,Choctaw County,19.73760218
OK,40025,1101800,Cimarron County,1.348966446
OK,40027,1101801,Cleveland County,474.7051596
OK,40029,1101802,Coal County,11.46740161
OK,40031,1101803,Comanche County,116.0567743
OK,40033,1101804,Cotton County,9.788920958
OK,40035,1101805,Craig County,19.73983193
OK,40037,1101806,Creek County,73.63854417
OK,40039,1101807,Custer County,27.77965994
OK,40041,1101808,Delaware County,56.20196782
OK,40043,1101809,Dewey County,4.812521761
OK,40045,1101810,Ellis County,3.3706451
OK,40047,1101811,Garfield County,57.23377038
OK,40049,1101812,Garvin County,34.37885307
OK,40051,1101813,Grady County,47.64301947
OK,40053,1101814,Grant County,4.523060414
OK,40055,1101815,Greer County,9.758745175
OK,40057,1101816,Harmon County,5.439375719
OK,40059,1101817,Harper County,3.54662147
OK,40061,1101818,Haskell County,22.14836927
OK,40063,1101819,Hughes County,17.40266229
OK,40065,1101820,Jackson County,32.94831751
OK,40067,1101821,Jefferson County,8.528897042
OK,40069,1101822,Johnston County,17.04202569
OK,40071,1101823,Kay County,50.62578216
OK,40073,1101824,Kingfisher County,16.73864708
OK,40075,1101825,Kiowa County,9.304332237
OK,40077,1101826,Latimer County,15.44704188
OK,40079,1101827,Le Flore County,31.70372272
OK,40081,1101828,Lincoln County,35.98918004
OK,40083,1101829,Logan County,56.25986443
OK,40085,1101830,Love County,18.33286316
OK,40087,1101834,McClain County,60.46248386
OK,40089,1101835,McCurtain County,17.91941103
OK,40091,1101836,McIntosh County,32.74394661
OK,40093,1101831,Major County,7.881774431
OK,40095,1101832,Marshall County,42.68621322
OK,40097,1101833,Mayes County,62.95374024
OK,40099,1101837,Murray County,32.38741962
OK,40101,1101838,Muskogee County,87.59331236
OK,40103,1101839,Noble County,15.79598166
OK,40105,1101840,Nowata County,18.622178
OK,40107,1101841,Okfuskee County,19.70845519
OK,40109,1101842,Oklahoma County,1013.845566
OK,40111,1101843,Okmulgee County,57.45903414
OK,40113,1101844,Osage County,21.13287374
OK,40115,1101845,Ottawa County,67.64354181
OK,40117,1101846,Pawnee County,29.18717152
OK,40119,1101847,Payne County,112.9686886
OK,40121,1101848,Pittsburg County,35.11170758
OK,40123,1101849,Pontotoc County,52.04078092
OK,40125,1101850,Pottawatomie County,88.16106196
OK,40127,1101851,Pushmataha County,8.290372221
OK,40129,1101852,Roger Mills County,3.195938083
OK,40131,1101853,Rogers County,128.6277145
OK,40133,1101854,Seminole County,40.2662929
OK,40135,1101855,Sequoyah County,62.96275942
OK,40137,1101856,Stephens County,51.7647924
OK,40139,1101857,Texas County,10.11139683
OK,40141,1101858,Tillman County,9.174248738
OK,40143,1101859,Tulsa County,1058.145081
OK,40145,1101860,Wagoner County,130.1475368
OK,40147,1101861,Washington County,122.6995046
OK,40149,1101862,Washita County,11.59228723
OK,40151,1101863,Woods County,6.901140655
OK,40153,1101864,Woodward County,16.16308448
OR,41001,1135845,Baker County,5.258188666
OR,41003,1155126,Benton County,126.6072039
OR,41005,1155127,Clackamas County,201.0306247
OR,41007,1135846,Clatsop County,44.67649077
OR,41009,1135847,Columbia County,75.07488321
OR,41011,1135848,Coos County,39.49634532
OR,41013,1155128,Crook County,7.041757103
OR,41015,1155129,Curry County,13.74165878
OR,41017,1155130,Deschutes County,52.26086133
OR,41019,1135849,Douglas County,21.37914944
OR,41021,1135850,Gilliam County,1.552943247
OR,41023,1135851,Grant County,1.644017356
OR,41025,1135852,Harney County,0.732446016
OR,41027,1155131,Hood River County,42.81261196
OR,41029,1135853,Jackson County,73.00251334
OR,41031,1155132,Jefferson County,12.19686824
OR,41033,1155133,Josephine County,50.44496813
OR,41035,1155134,Klamath County,11.17310537
OR,41037,1135854,Lake County,0.970022794
OR,41039,1135855,Lane County,77.24704757
OR,41041,1135856,Lincoln County,46.98473614
OR,41043,1135857,Linn County,50.94560175
OR,41045,1135858,Malheur County,3.16691769
OR,41047,1135859,Marion County,266.707321
OR,41049,1135860,Morrow County,5.499581859
OR,41051,1135861,Multnomah County,1704.936505
OR,41053,1135862,Polk County,101.7876934
OR,41055,1135863,Sherman County,2.142786035
OR,41057,1135864,Tillamook County,22.90083259
OR,41059,1156673,Umatilla County,23.60092912
OR,41061,1164165,Union County,12.64260245
OR,41063,1155135,Wallowa County,2.227456774
OR,41065,1155136,Wasco County,10.58694052
OR,41067,1155137,Washington County,731.411292
OR,41069,1135865,Wheeler County,0.840356227
OR,41071,1135866,Yamhill County,138.5648032
PA,42001,1213656,Adams County,195.5142789
PA,42003,1213657,Allegheny County,1675.647023
PA,42005,1213658,Armstrong County,105.5429935
PA,42007,1214112,Beaver County,392.3034101
PA,42009,1209171,Bedford County,49.15755866
PA,42011,1209172,Berks County,480.3725835
PA,42013,1213659,Blair County,241.7059719
PA,42015,1213660,Bradford County,54.57735278
PA,42017,1209173,Bucks County,1034.654571
PA,42019,1213661,Butler County,233.1487033
PA,42021,1213662,Cambria County,208.7292675
PA,42023,1213663,Cameron County,12.83342293
PA,42025,1213664,Carbon County,171.0506999
PA,42027,1214720,Centre County,138.739604
PA,42029,1209174,Chester County,664.7310888
PA,42031,1210234,Clarion County,66.55415639
PA,42033,1209175,Clearfield County,71.32037298
PA,42035,1214721,Clinton County,44.18773311
PA,42037,1213665,Columbia County,139.2959752
PA,42039,1213666,Crawford County,87.68662983
PA,42041,1209176,Cumberland County,431.5741421
PA,42043,1213667,Dauphin County,510.6209539
PA,42045,1209177,Delaware County,3040.523708
PA,42047,1213668,Elk County,38.61206394
PA,42049,1209178,Erie County,351.0787658
PA,42051,1209179,Fayette County,172.8448172
PA,42053,1213669,Forest County,18.06243197
PA,42055,1213670,Franklin County,193.749482
PA,42057,1213671,Fulton County,33.9274736
PA,42059,1214033,Greene County,67.16914171
PA,42061,1213672,Huntingdon County,52.49365738
PA,42063,1213673,Indiana County,107.4688947
PA,42065,1213674,Jefferson County,69.27956912
PA,42067,1209180,Juniata County,62.95132235
PA,42069,1213675,Lackawanna County,467.1036294
PA,42071,1209181,Lancaster County,550.3703076
PA,42073,1213676,Lawrence County,254.3672786
PA,42075,1214034,Lebanon County,369.1426708
PA,42077,1209182,Lehigh County,1012.547586
PA,42079,1209183,Luzerne County,360.4471585
PA,42081,1213677,Lycoming County,94.50721719
PA,42083,1210235,McKean County,44.37309346
PA,42085,1213678,Mercer County,173.4200647
PA,42087,1213679,Mifflin County,113.5729422
PA,42089,1209184,Monroe County,279.2140539
PA,42091,1213680,Montgomery County,1655.916694
PA,42093,1213681,Montour County,140.2542958
PA,42095,1209185,Northampton County,805.4053469
PA,42097,1209186,Northumberland County,206.2273108
PA,42099,1213682,Perry County,83.36098795
PA,42101,1209187,Philadelphia County,11379.52737
PA,42103,1213683,Pike County,105.2717534
PA,42105,1213684,Potter County,16.14411235
PA,42107,1213685,Schuylkill County,190.4476301
PA,42109,1213686,Snyder County,120.783073
PA,42111,1209188,Somerset County,72.36027678
PA,42113,1213687,Sullivan County,14.28634929
PA,42115,1213688,Susquehanna County,52.65260767
PA,42117,1209189,Tioga County,37.02720438
PA,42119,1213689,Union County,142.2454444
PA,42121,1213690,Venango County,81.54427511
PA,42123,1213691,Warren County,47.29481357
PA,42125,1209190,Washington County,242.5001955
PA,42127,1213692,Wayne County,72.79728337
PA,42129,1209191,Westmoreland County,355.3769437
PA,42131,1209192,Wyoming County,71.16610122
PA,42133,1209193,York County,481.0673969
RI,44001,1219777,Bristol County,2064.020857
RI,44003,1219778,Kent County,985.937055
RI,44005,1219779,Newport County,809.5638076
RI,44007,1219781,Providence County,1530.31487
RI,44009,1219782,Washington County,385.6789224
SC,45001,1245666,Abbeville County,51.82024286
SC,45003,1247979,Aiken County,149.4807821
SC,45005,1247980,Allendale County,25.53113284
SC,45007,1247981,Anderson County,261.5588475
SC,45009,1247982,Bamberg County,40.64112667
SC,45011,1247983,Barnwell County,41.24961478
SC,45013,1247984,Beaufort County,281.517665
SC,45015,1247985,Berkeley County,161.8436248
SC,45017,1247986,Calhoun County,39.81361718
SC,45019,1252740,Charleston County,382.2870922
SC,45021,1247987,Cherokee County,140.9416313
SC,45023,1247988,Chester County,57.07328078
SC,45025,1247989,Chesterfield County,58.48512342
SC,45027,1247990,Clarendon County,57.61892522
SC,45029,1247991,Colleton County,36.81242907
SC,45031,1247992,Darlington County,122.3926451
SC,45033,1247993,Dillon County,79.19046019
SC,45035,1247998,Dorchester County,238.2190139
SC,45037,1247999,Edgefield County,53.92621192
SC,45039,1248000,Fairfield County,34.90718762
SC,45041,1248001,Florence County,171.1139501
SC,45043,1248002,Georgetown County,73.9453283
SC,45045,1245489,Greenville County,574.7210617
SC,45047,1248003,Greenwood County,153.1933516
SC,45049,1248004,Hampton County,37.66770972
SC,45051,1248005,Horry County,237.4917982
SC,45053,1248006,Jasper County,37.80912473
SC,45055,1248007,Kershaw County,84.91635951
SC,45057,1248008,Lancaster County,139.5804501
SC,45059,1248009,Laurens County,93.21466397
SC,45061,1245652,Lee County,46.85702026
SC,45063,1244251,Lexington County,375.4272706
SC,45065,1248012,McCormick County,28.49386016
SC,45067,1248010,Marion County,67.58008041
SC,45069,1248011,Marlboro County,60.31804934
SC,45071,1248013,Newberry County,59.53301155
SC,45073,1244832,Oconee County,118.583695
SC,45075,1248014,Orangeburg County,83.62798696
SC,45077,1248015,Pickens County,240.1738896
SC,45079,1249299,Richland County,507.8856853
SC,45081,1248016,Saluda County,43.89568398
SC,45083,1248592,Spartanburg County,351.8973272
SC,45085,1244717,Sumter County,161.5719342
SC,45087,1248017,Union County,56.3256193
SC,45089,1248018,Williamsburg County,36.84918734
SC,45091,1248019,York County,332.1696457
SD,46003,1266983,Aurora County,3.825387303
SD,46005,1266986,Beadle County,13.82208769
SD,46007,1265812,Bennett County,2.896069837
SD,46009,1266997,Bon Homme County,12.54211009
SD,46011,1265779,Brookings County,40.34935358
SD,46013,1265785,Brown County,21.32598085
SD,46015,1265768,Brule County,6.430179629
SD,46017,1265767,Buffalo County,4.056141065
SD,46019,1265793,Butte County,4.493535043
SD,46021,1266974,Campbell County,1.998154501
SD,46023,1266976,Charles Mix County,8.318093973
SD,46025,1266985,Clark County,3.854411636
SD,46027,1265764,Clay County,33.63538217
SD,46029,1265791,Codington County,39.54567571
SD,46031,1265811,Corson County,1.6398806
SD,46033,1265788,Custer County,5.276807608
SD,46035,1266980,Davison County,44.77964895
SD,46037,1265790,Day County,5.55518802
SD,46039,1265781,Deuel County,7.008347707
SD,46041,1266994,Dewey County,2.30228613
SD,46043,1266978,Douglas County,6.952260527
SD,46045,1266972,Edmunds County,3.615594215
SD,46047,1265787,Fall River County,4.077210668
SD,46049,1265760,Faulk County,2.407944996
SD,46051,1265782,Grant County,10.79450238
SD,46053,1265765,Gregory County,4.208060046
SD,46055,1266988,Haakon County,1.069850111
SD,46057,1265766,Hamlin County,11.63769565
SD,46059,1265783,Hand County,2.388256267
SD,46061,1266979,Hanson County,7.66605372
SD,46063,1265792,Harding County,0.469795517
SD,46065,1265774,Hughes County,22.95431253
SD,46067,1265771,Hutchinson County,9.033046953
SD,46069,1266984,Hyde County,1.650157346
SD,46071,1265794,Jackson County,1.626147988
SD,46073,1265778,Jerauld County,3.935519057
SD,46075,1266981,Jones County,1.037457795
SD,46077,1265780,Kingsbury County,6.18574539
SD,46079,1265776,Lake County,19.88364517
SD,46081,1266996,Lawrence County,30.11993225
SD,46083,1265769,Lincoln County,77.65395935
SD,46085,1265789,Lyman County,2.286934448
SD,46087,1265773,McCook County,9.783979213
SD,46089,1265762,McPherson County,2.163386249
SD,46091,1265759,Marshall County,5.555648362
SD,46093,1266991,Meade County,7.327605083
SD,46095,1267177,Mellette County,1.566580433
SD,46097,1265777,Miner County,4.188942524
SD,46099,1265772,Minnehaha County,209.9592763
SD,46101,1265775,Moody County,12.48782216
SD,46103,1266995,Pennington County,36.35731067
SD,46105,1266990,Perkins County,1.038851369
SD,46107,1265761,Potter County,2.704554428
SD,46109,1265786,Roberts County,9.217640397
SD,46111,1266977,Sanborn County,4.13650647
SD,46113,1266992,Shannon County,6.48837718
SD,46115,1266987,Spink County,4.265505261
SD,46117,1266998,Stanley County,2.053402306
SD,46119,1266982,Sully County,1.363703632
SD,46121,1266989,Todd County,6.922299137
SD,46123,1265784,Tripp County,3.500272257
SD,46125,1265770,Turner County,13.52711338
SD,46127,1265763,Union County,31.26533519
SD,46129,1266973,Walworth County,7.673962435
SD,46135,1266975,Yankton County,43.05362611
SD,46137,1266993,Ziebach County,1.428154789
TN,47001,1639722,Anderson County,222.8276022
TN,47003,1639723,Bedford County,95.13232764
TN,47005,1639724,Benton County,41.83517615
TN,47007,1639725,Bledsoe County,31.68112198
TN,47009,1639726,Blount County,220.169463
TN,47011,1639727,Bradley County,301.0171492
TN,47013,1639728,Campbell County,84.79126014
TN,47015,1648572,Cannon County,51.95474994
TN,47017,1639729,Carroll County,47.59600302
TN,47019,1639730,Carter County,168.2986375
TN,47021,1639731,Cheatham County,129.2996558
TN,47023,1639732,Chester County,59.9539435
TN,47025,1639733,Claiborne County,74.12444199
TN,47027,1648573,Clay County,33.23384178
TN,47029,1639734,Cocke County,82.06367287
TN,47031,1639735,Coffee County,123.0799358
TN,47033,1648574,Crockett County,54.93061178
TN,47035,1639736,Cumberland County,82.30681693
TN,47037,1639737,Davidson County,1243.333274
TN,47039,1639739,Decatur County,35.21694199
TN,47041,1639738,DeKalb County,61.51859555
TN,47043,1639740,Dickson County,101.3807012
TN,47045,1639741,Dyer County,74.82525809
TN,47047,1639742,Fayette County,54.50306902
TN,47049,1639743,Fentress County,36.01798593
TN,47051,1639744,Franklin County,74.02865788
TN,47053,1639745,Gibson County,82.42830266
TN,47055,1639746,Giles County,48.26272206
TN,47057,1648575,Grainger County,80.7448325
TN,47059,1639747,Greene County,110.6314241
TN,47061,1639748,Grundy County,38.00751108
TN,47063,1648576,Hamblen County,388.0406256
TN,47065,1639749,Hamilton County,620.2871886
TN,47067,1648577,Hancock County,30.6692453
TN,47069,1639750,Hardeman County,40.81207845
TN,47071,1639751,Hardin County,45.08087397
TN,47073,1639752,Hawkins County,116.7061964
TN,47075,1639753,Haywood County,35.2402497
TN,47077,1639754,Henderson County,53.39442732
TN,47079,1639755,Henry County,57.51686545
TN,47081,1639756,Hickman County,40.31026989
TN,47083,1648578,Houston County,42.06984013
TN,47085,1639757,Humphreys County,34.91280274
TN,47087,1639758,Jackson County,37.74649715
TN,47089,1639759,Jefferson County,187.5633944
TN,47091,1639760,Johnson County,61.12404724
TN,47093,1639761,Knox County,850.478636
TN,47095,1639762,Lake County,47.24219466
TN,47097,1639763,Lauderdale County,58.93108358
TN,47099,1639764,Lawrence County,67.84492034
TN,47101,1639765,Lewis County,43.11050768
TN,47103,1639766,Lincoln County,58.49338462
TN,47105,1639767,Loudon County,211.8351249
TN,47107,1639773,McMinn County,121.5135135
TN,47109,1639774,McNairy County,46.32590698
TN,47111,1639768,Macon County,72.43507931
TN,47113,1639769,Madison County,176.4333165
TN,47115,1639770,Marion County,56.68259194
TN,47117,1639771,Marshall County,81.54530443
TN,47119,1639772,Maury County,132.0355287
TN,47121,1639775,Meigs County,60.23410994
TN,47123,1639776,Monroe County,70.04633672
TN,47125,1639777,Montgomery County,319.6186039
TN,47127,1648579,Moore County,49.23272173
TN,47129,1639778,Morgan County,42.10617029
TN,47131,1639779,Obion County,58.39060963
TN,47133,1639780,Overton County,50.94317424
TN,47135,1639781,Perry County,19.0846597
TN,47137,1648580,Pickett County,31.15125262
TN,47139,1639782,Polk County,38.70699095
TN,47141,1639783,Putnam County,180.3053081
TN,47143,1639784,Rhea County,100.8602403
TN,47145,1639785,Roane County,150.20737
TN,47147,1639786,Robertson County,139.166091
TN,47149,1639787,Rutherford County,423.9897702
TN,47151,1639788,Scott County,41.75864226
TN,47153,1652643,Sequatchie County,53.08096804
TN,47155,1639789,Sevier County,151.7113924
TN,47157,1639790,Shelby County,1215.507866
TN,47159,1639791,Smith County,60.98208973
TN,47161,1639792,Stewart County,29.0074674
TN,47163,1639793,Sullivan County,379.3832539
TN,47165,1639794,Sumner County,303.4192151
TN,47167,1639795,Tipton County,133.2581387
TN,47169,1648581,Trousdale County,68.91841006
TN,47171,1648582,Unicoi County,98.36972578
TN,47173,1648583,Union County,85.48014082
TN,47175,1648584,Van Buren County,20.29149827
TN,47177,1639796,Warren County,92.07497458
TN,47179,1639797,Washington County,376.6988804
TN,47181,1639798,Wayne County,23.18621441
TN,47183,1639799,Weakley County,60.34316395
TN,47185,1639800,White County,68.60327127
TN,47187,1639801,Williamson County,314.4220982
TN,47189,1639802,Wilson County,199.6983319
TX,48001,1383786,Anderson County,55.01401277
TX,48003,1383787,Andrews County,9.85265004
TX,48005,1383788,Angelina County,108.7658471
TX,48007,1383789,Aransas County,91.86984774
TX,48009,1383790,Archer County,10.02535682
TX,48011,1383791,Armstrong County,2.091058388
TX,48013,1383792,Atascosa County,36.82605958
TX,48015,1383793,Austin County,43.95459917
TX,48017,1383794,Bailey County,8.665972421
TX,48019,1383795,Bandera County,25.89887491
TX,48021,1383796,Bastrop County,83.51179418
TX,48023,1383797,Baylor County,4.295189987
TX,48025,1383798,Bee County,36.19585135
TX,48027,1383799,Bell County,295.1762866
TX,48029,1383800,Bexar County,1383.082222
TX,48031,1383801,Blanco County,14.80012013
TX,48033,1383802,Borden County,0.71425149
TX,48035,1383803,Bosque County,18.52737294
TX,48037,1383804,Bowie County,104.5925112
TX,48039,1383805,Brazoria County,230.6590332
TX,48041,1383806,Brazos County,332.8254576
TX,48043,1383807,Brewster County,1.492949324
TX,48045,1383808,Briscoe County,1.818886868
TX,48047,1383809,Brooks County,7.656641551
TX,48049,1383810,Brown County,40.34801833
TX,48051,1383811,Burleson County,26.07939596
TX,48053,1383812,Burnet County,42.99688813
TX,48055,1383813,Caldwell County,69.81295059
TX,48057,1383814,Calhoun County,42.18491043
TX,48059,1383815,Callahan County,15.059397
TX,48061,1383816,Cameron County,455.9546178
TX,48063,1383817,Camp County,63.3266267
TX,48065,1383818,Carson County,6.717958749
TX,48067,1383819,Cass County,32.5135571
TX,48069,1383820,Castro County,9.0135214
TX,48071,1383821,Chambers County,58.77378223
TX,48073,1383822,Cherokee County,48.28983971
TX,48075,1383823,Childress County,10.11049605
TX,48077,1383824,Clay County,9.875808403
TX,48079,1383825,Cochran County,4.034057924
TX,48081,1383826,Coke County,3.642467662
TX,48083,1383827,Coleman County,7.04863758
TX,48085,1383828,Collin County,930.0020803
TX,48087,1383829,Collingsworth County,3.32846639
TX,48089,1383830,Colorado County,21.73754574
TX,48091,1383831,Comal County,193.8814176
TX,48093,1383832,Comanche County,14.90156267
TX,48095,1383833,Concho County,4.154303877
TX,48097,1383834,Cooke County,43.94010236
TX,48099,1383835,Coryell County,71.65710136
TX,48101,1383836,Cottle County,1.671176808
TX,48103,1383837,Crane County,5.572758573
TX,48105,1383838,Crockett County,1.324747705
TX,48107,1383839,Crosby County,6.730741459
TX,48109,1383840,Culberson County,0.628934447
TX,48111,1383841,Dallam County,4.458978792
TX,48113,1383842,Dallas County,2718.003074
TX,48115,1383843,Dawson County,15.36477598
TX,48117,1383845,Deaf Smith County,12.94168891
TX,48119,1383846,Delta County,20.36795483
TX,48121,1383847,Denton County,754.3145058
TX,48123,1383844,DeWitt County,22.10951896
TX,48125,1383848,Dickens County,2.710363703
TX,48127,1383849,Dimmit County,7.522101252
TX,48129,1383850,Donley County,3.967046649
TX,48131,1383851,Duval County,6.569347543
TX,48133,1383852,Eastland County,20.05739937
TX,48135,1383853,Ector County,152.759258
TX,48137,1383854,Edwards County,0.945294727
TX,48139,1383856,Ellis County,159.9273961
