geoid,county_name,median_income_dollars,mean_income_dollars
37139,"Pasquotank County, North Carolina",45298,63497
37141,"Pender County, North Carolina",44568,58247
37143,"Perquimans County, North Carolina",37862,53133
37145,"Person County, North Carolina",43271,54150
37147,"Pitt County, North Carolina",39824,56003
37149,"Polk County, North Carolina",43332,54553
37151,"Randolph County, North Carolina",40602,54147
37153,"Richmond County, North Carolina",31847,42398
37155,"Robeson County, North Carolina",30874,43488
37157,"Rockingham County, North Carolina",38311,50221
37159,"Rowan County, North Carolina",43121,55746
37161,"Rutherford County, North Carolina",37128,47655
37163,"Sampson County, North Carolina",36832,50008
37165,"Scotland County, North Carolina",30465,42565
37167,"Stanly County, North Carolina",43424,54131
37169,"Stokes County, North Carolina",43099,51858
37171,"Surry County, North Carolina",36788,48962
37173,"Swain County, North Carolina",40719,48252
37175,"Transylvania County, North Carolina",41103,55893
37177,"Tyrrell County, North Carolina",34071,41845
37179,"Union County, North Carolina",64813,84412
37181,"Vance County, North Carolina",34084,45162
37183,"Wake County, North Carolina",65289,85783
37185,"Warren County, North Carolina",34495,47951
37187,"Washington County, North Carolina",34219,46313
37189,"Watauga County, North Carolina",34497,51787
37191,"Wayne County, North Carolina",41751,52738
37193,"Wilkes County, North Carolina",33464,47059
37195,"Wilson County, North Carolina",38760,51436
37197,"Yadkin County, North Carolina",40375,53282
37199,"Yancey County, North Carolina",38950,47026
38001,"Adams County, North Dakota",40236,53761
38003,"Barnes County, North Dakota",43730,62781
38005,"Benson County, North Dakota",32149,45019
38007,"Billings County, North Dakota",53846,81597
38009,"Bottineau County, North Dakota",44399,61165
38011,"Bowman County, North Dakota",50487,65138
38013,"Burke County, North Dakota",54402,69843
38015,"Burleigh County, North Dakota",56231,71068
38017,"Cass County, North Dakota",49429,67260
38019,"Cavalier County, North Dakota",49293,61967
38021,"Dickey County, North Dakota",41776,56889
38023,"Divide County, North Dakota",47545,65964
38025,"Dunn County, North Dakota",52861,68685
38027,"Eddy County, North Dakota",40096,50592
38029,"Emmons County, North Dakota",36903,50696
38031,"Foster County, North Dakota",47500,75578
38033,"Golden Valley County, North Dakota",35402,55405
38035,"Grand Forks County, North Dakota",46050,62112
38037,"Grant County, North Dakota",41821,62271
38039,"Griggs County, North Dakota",43000,52968
38041,"Hettinger County, North Dakota",41179,55320
38043,"Kidder County, North Dakota",37105,53390
38045,"LaMoure County, North Dakota",49922,61779
38047,"Logan County, North Dakota",42069,55040
38049,"McHenry County, North Dakota",41989,52655
38051,"McIntosh County, North Dakota",35757,48723
38053,"McKenzie County, North Dakota",53902,73159
38055,"McLean County, North Dakota",52996,62752
38057,"Mercer County, North Dakota",62578,68661
38059,"Morton County, North Dakota",55196,67191
38061,"Mountrail County, North Dakota",56593,72008
38063,"Nelson County, North Dakota",41961,52740
38065,"Oliver County, North Dakota",61131,68781
38067,"Pembina County, North Dakota",52270,62054
38069,"Pierce County, North Dakota",40139,48152
38071,"Ramsey County, North Dakota",44452,59583
38073,"Ransom County, North Dakota",47922,54531
38075,"Renville County, North Dakota",50093,64470
38077,"Richland County, North Dakota",48908,62418
38079,"Rolette County, North Dakota",27662,40862
38081,"Sargent County, North Dakota",52154,60520
38083,"Sheridan County, North Dakota",38235,52867
38085,"Sioux County, North Dakota",32802,51065
38087,"Slope County, North Dakota",55625,66096
38089,"Stark County, North Dakota",54269,63839
38091,"Steele County, North Dakota",49485,70158
38093,"Stutsman County, North Dakota",46317,57768
38095,"Towner County, North Dakota",47703,58615
38097,"Traill County, North Dakota",48341,58352
38099,"Walsh County, North Dakota",46453,57211
38101,"Ward County, North Dakota",51081,63185
38103,"Wells County, North Dakota",42035,54368
38105,"Williams County, North Dakota",62082,75804
39001,"Adams County, Ohio",34232,45930
39003,"Allen County, Ohio",43323,55393
39005,"Ashland County, Ohio",45641,56919
39007,"Ashtabula County, Ohio",41501,50803
39009,"Athens County, Ohio",33546,46907
39011,"Auglaize County, Ohio",52838,66502
39013,"Belmont County, Ohio",39712,50289
39015,"Brown County, Ohio",46046,54150
39017,"Butler County, Ohio",55497,70253
39019,"Carroll County, Ohio",43323,54405
39021,"Champaign County, Ohio",48335,59667
39023,"Clark County, Ohio",44037,55467
39025,"Clermont County, Ohio",60219,75535
39027,"Clinton County, Ohio",47264,57620
39029,"Columbiana County, Ohio",41003,51739
39031,"Coshocton County, Ohio",40727,50362
39033,"Crawford County, Ohio",41336,50523
39035,"Cuyahoga County, Ohio",44088,62500
39037,"Darke County, Ohio",45055,55472
39039,"Defiance County, Ohio",46864,57536
39041,"Delaware County, Ohio",90022,113100
39043,"Erie County, Ohio",47466,62227
39045,"Fairfield County, Ohio",58249,70577
39047,"Fayette County, Ohio",39263,50883
39049,"Franklin County, Ohio",50045,67273
39051,"Fulton County, Ohio",51851,60976
39053,"Gallia County, Ohio",36918,52511
39055,"Geauga County, Ohio",66229,91327
39057,"Greene County, Ohio",57553,73726
39059,"Guernsey County, Ohio",38179,47480
39061,"Hamilton County, Ohio",49218,69853
39063,"Hancock County, Ohio",49888,61509
39065,"Hardin County, Ohio",39945,49604
39067,"Harrison County, Ohio",36920,48324
39069,"Henry County, Ohio",48932,58761
39071,"Highland County, Ohio",40423,48732
39073,"Hocking County, Ohio",42227,50507
39075,"Holmes County, Ohio",44746,57159
39077,"Huron County, Ohio",48358,57130
39079,"Jackson County, Ohio",37243,49134
39081,"Jefferson County, Ohio",39453,51070
39083,"Knox County, Ohio",48734,59575
39085,"Lake County, Ohio",55968,69571
39087,"Lawrence County, Ohio",38639,49349
39089,"Licking County, Ohio",54699,66917
39091,"Logan County, Ohio",47378,57160
39093,"Lorain County, Ohio",52194,65553
39095,"Lucas County, Ohio",41949,57398
39097,"Madison County, Ohio",54366,70426
39099,"Mahoning County, Ohio",40570,54920
39101,"Marion County, Ohio",41337,53137
39103,"Medina County, Ohio",65578,80015
39105,"Meigs County, Ohio",33708,43944
39107,"Mercer County, Ohio",51236,59245
39109,"Miami County, Ohio",51438,61613
39111,"Monroe County, Ohio",38811,47733
39113,"Montgomery County, Ohio",44585,59394
39115,"Morgan County, Ohio",35855,47457
39117,"Morrow County, Ohio",50252,58556
39119,"Muskingum County, Ohio",40590,52098
39121,"Noble County, Ohio",40239,49585
39123,"Ottawa County, Ohio",53614,66038
39125,"Paulding County, Ohio",43683,53241
39127,"Perry County, Ohio",42860,51331
39129,"Pickaway County, Ohio",51418,62292
39131,"Pike County, Ohio",39669,48622
39133,"Portage County, Ohio",51441,64775
39135,"Preble County, Ohio",48874,58362
39137,"Putnam County, Ohio",59378,67447
39139,"Richland County, Ohio",43098,55248
39141,"Ross County, Ohio",44577,57653
39143,"Sandusky County, Ohio",47277,56643
39145,"Scioto County, Ohio",33596,46757
39147,"Seneca County, Ohio",41761,54016
39149,"Shelby County, Ohio",50527,60255
39151,"Stark County, Ohio",45347,59304
39153,"Summit County, Ohio",48790,65339
39155,"Trumbull County, Ohio",42441,52840
39157,"Tuscarawas County, Ohio",42846,52245
39159,"Union County, Ohio",68279,80057
39161,"Van Wert County, Ohio",45111,52912
39163,"Vinton County, Ohio",34399,43969
39165,"Warren County, Ohio",71961,88619
39167,"Washington County, Ohio",43185,56442
39169,"Wayne County, Ohio",49261,60909
39171,"Williams County, Ohio",44604,53451
39173,"Wood County, Ohio",53610,67812
39175,"Wyandot County, Ohio",47958,56662
40001,"Adair County, Oklahoma",31038,39659
40003,"Alfalfa County, Oklahoma",42730,61508
40005,"Atoka County, Oklahoma",33919,44200
40007,"Beaver County, Oklahoma",47386,59803
40009,"Beckham County, Oklahoma",45726,58923
40011,"Blaine County, Oklahoma",41306,54585
40013,"Bryan County, Oklahoma",36661,47628
40015,"Caddo County, Oklahoma",37835,47995
40017,"Canadian County, Oklahoma",62355,74019
40019,"Carter County, Oklahoma",39722,51178
40021,"Cherokee County, Oklahoma",33990,44101
40023,"Choctaw County, Oklahoma",28039,41696
40025,"Cimarron County, Oklahoma",35440,45950
40027,"Cleveland County, Oklahoma",53759,69174
40029,"Coal County, Oklahoma",34217,43701
40031,"Comanche County, Oklahoma",45947,56548
40033,"Cotton County, Oklahoma",46075,54086
40035,"Craig County, Oklahoma",41010,51014
40037,"Creek County, Oklahoma",42940,56970
40039,"Custer County, Oklahoma",43125,56994
40041,"Delaware County, Oklahoma",35552,49783
40043,"Dewey County, Oklahoma",41500,58386
40045,"Ellis County, Oklahoma",45017,57851
40047,"Garfield County, Oklahoma",41688,57330
40049,"Garvin County, Oklahoma",39171,53631
40051,"Grady County, Oklahoma",47456,58609
40053,"Grant County, Oklahoma",42227,54216
40055,"Greer County, Oklahoma",38882,45570
40057,"Harmon County, Oklahoma",31211,45878
40059,"Harper County, Oklahoma",44850,56987
40061,"Haskell County, Oklahoma",37326,48855
40063,"Hughes County, Oklahoma",33895,49165
40065,"Jackson County, Oklahoma",41391,52846
40067,"Jefferson County, Oklahoma",34256,44721
40069,"Johnston County, Oklahoma",35789,50901
40071,"Kay County, Oklahoma",40164,53106
40073,"Kingfisher County, Oklahoma",52130,64567
40075,"Kiowa County, Oklahoma",33068,47922
40077,"Latimer County, Oklahoma",42610,53477
40079,"Le Flore County, Oklahoma",36815,46544
40081,"Lincoln County, Oklahoma",41763,53621
40083,"Logan County, Oklahoma",50249,68981
40085,"Love County, Oklahoma",41163,53522
40087,"McClain County, Oklahoma",56128,66964
40089,"McCurtain County, Oklahoma",31328,43722
40091,"McIntosh County, Oklahoma",32305,41505
40093,"Major County, Oklahoma",48012,62890
40095,"Marshall County, Oklahoma",39473,48705
40097,"Mayes County, Oklahoma",42425,50319
40099,"Murray County, Oklahoma",41403,52867
40101,"Muskogee County, Oklahoma",37990,49170
40103,"Noble County, Oklahoma",43324,51848
40105,"Nowata County, Oklahoma",38459,55638
40107,"Okfuskee County, Oklahoma",34418,41236
40109,"Oklahoma County, Oklahoma",44413,64377
40111,"Okmulgee County, Oklahoma",39324,49254
40113,"Osage County, Oklahoma",42847,55574
40115,"Ottawa County, Oklahoma",36931,46256
40117,"Pawnee County, Oklahoma",41832,50708
40119,"Payne County, Oklahoma",35716,51016
40121,"Pittsburg County, Oklahoma",41317,54527
40123,"Pontotoc County, Oklahoma",40641,53505
40125,"Pottawatomie County, Oklahoma",41332,53954
40127,"Pushmataha County, Oklahoma",29053,37978
40129,"Roger Mills County, Oklahoma",54352,75366
40131,"Rogers County, Oklahoma",58434,70062
40133,"Seminole County, Oklahoma",33799,46863
40135,"Sequoyah County, Oklahoma",38292,49767
40137,"Stephens County, Oklahoma",45030,56710
40139,"Texas County, Oklahoma",46631,61983
40141,"Tillman County, Oklahoma",31437,43513
40143,"Tulsa County, Oklahoma",47005,67071
40145,"Wagoner County, Oklahoma",56819,67870
40147,"Washington County, Oklahoma",47144,65691
40149,"Washita County, Oklahoma",44331,55832
40151,"Woods County, Oklahoma",47255,55339
40153,"Woodward County, Oklahoma",51087,63111
41001,"Baker County, Oregon",40989,50643
41003,"Benton County, Oregon",47716,65408
41005,"Clackamas County, Oregon",63790,82892
41007,"Clatsop County, Oregon",43670,57851
41009,"Columbia County, Oregon",56270,64488
41011,"Coos County, Oregon",37789,49419
41013,"Crook County, Oregon",45004,53167
41015,"Curry County, Oregon",39787,51025
41017,"Deschutes County, Oregon",52962,67819
41019,"Douglas County, Oregon",40501,51406
41021,"Gilliam County, Oregon",42260,53344
41023,"Grant County, Oregon",34367,48576
41025,"Harney County, Oregon",38702,50655
41027,"Hood River County, Oregon",54109,66875
41029,"Jackson County, Oregon",43386,57751
41031,"Jefferson County, Oregon",42867,54560
41033,"Josephine County, Oregon",37824,50137
41035,"Klamath County, Oregon",41787,53893
41037,"Lake County, Oregon",36583,50316
41039,"Lane County, Oregon",42621,57120
41041,"Lincoln County, Oregon",41764,53943
41043,"Linn County, Oregon",46872,56219
41045,"Malheur County, Oregon",39013,48562
41047,"Marion County, Oregon",46191,59672
41049,"Morrow County, Oregon",46110,57282
41051,"Multnomah County, Oregon",50726,68930
41053,"Polk County, Oregon",52865,64864
41055,"Sherman County, Oregon",46453,55317
41057,"Tillamook County, Oregon",41400,51897
41059,"Umatilla County, Oregon",45911,57822
41061,"Union County, Oregon",40974,53816
41063,"Wallowa County, Oregon",39556,50392
41065,"Wasco County, Oregon",43742,57992
41067,"Washington County, Oregon",63814,80980
41069,"Wheeler County, Oregon",34338,46787
41071,"Yamhill County, Oregon",53819,66376
42001,"Adams County, Pennsylvania",57097,68149
42003,"Allegheny County, Pennsylvania",49805,69718
42005,"Armstrong County, Pennsylvania",44663,54741
42007,"Beaver County, Pennsylvania",47928,59878
42009,"Bedford County, Pennsylvania",40710,50487
42011,"Berks County, Pennsylvania",54823,68611
42013,"Blair County, Pennsylvania",43243,56424
42015,"Bradford County, Pennsylvania",42433,54010
42017,"Bucks County, Pennsylvania",76019,97147
42019,"Butler County, Pennsylvania",57474,74141
42021,"Cambria County, Pennsylvania",41202,52117
42023,"Cameron County, Pennsylvania",40449,49147
42025,"Carbon County, Pennsylvania",49056,59589
42027,"Centre County, Pennsylvania",48262,64731
42029,"Chester County, Pennsylvania",86264,113068
42031,"Clarion County, Pennsylvania",41557,52491
42033,"Clearfield County, Pennsylvania",39391,49790
42035,"Clinton County, Pennsylvania",39696,51468
42037,"Columbia County, Pennsylvania",44136,57277
42039,"Crawford County, Pennsylvania",40379,51948
42041,"Cumberland County, Pennsylvania",60832,75433
42043,"Dauphin County, Pennsylvania",53771,68633
42045,"Delaware County, Pennsylvania",63677,86325
42047,"Elk County, Pennsylvania",42854,52716
42049,"Erie County, Pennsylvania",44503,58138
42051,"Fayette County, Pennsylvania",36605,47582
42053,"Forest County, Pennsylvania",36006,43703
42055,"Franklin County, Pennsylvania",51171,63424
42057,"Fulton County, Pennsylvania",45960,55509
42059,"Greene County, Pennsylvania",42565,54803
42061,"Huntingdon County, Pennsylvania",43026,53189
42063,"Indiana County, Pennsylvania",41424,54294
42065,"Jefferson County, Pennsylvania",40058,51494
42067,"Juniata County, Pennsylvania",45496,53792
42069,"Lackawanna County, Pennsylvania",45185,60852
42071,"Lancaster County, Pennsylvania",55816,68889
42073,"Lawrence County, Pennsylvania",43821,53797
42075,"Lebanon County, Pennsylvania",53474,65678
42077,"Lehigh County, Pennsylvania",54312,70963
42079,"Luzerne County, Pennsylvania",43296,56931
42081,"Lycoming County, Pennsylvania",43788,54693
42083,"McKean County, Pennsylvania",40721,51018
42085,"Mercer County, Pennsylvania",43504,55125
42087,"Mifflin County, Pennsylvania",38892,47842
42089,"Monroe County, Pennsylvania",57700,69302
42091,"Montgomery County, Pennsylvania",78446,104819
42093,"Montour County, Pennsylvania",46421,67489
42095,"Northampton County, Pennsylvania",60540,74952
42097,"Northumberland County, Pennsylvania",39605,51186
42099,"Perry County, Pennsylvania",54626,62415
42101,"Philadelphia County, Pennsylvania",36957,52473
42103,"Pike County, Pennsylvania",58672,71646
42105,"Potter County, Pennsylvania",40000,52141
42107,"Schuylkill County, Pennsylvania",44150,54210
42109,"Snyder County, Pennsylvania",46184,58507
42111,"Somerset County, Pennsylvania",41102,51706
42113,"Sullivan County, Pennsylvania",38732,49618
42115,"Susquehanna County, Pennsylvania",46392,57784
42117,"Tioga County, Pennsylvania",42027,52573
42119,"Union County, Pennsylvania",46269,61689
42121,"Venango County, Pennsylvania",40986,50307
42123,"Warren County, Pennsylvania",42167,54615
42125,"Washington County, Pennsylvania",51965,65471
42127,"Wayne County, Pennsylvania",49020,60430
42129,"Westmoreland County, Pennsylvania",48979,63540
42131,"Wyoming County, Pennsylvania",48063,58599
42133,"York County, Pennsylvania",58586,71197
44001,"Bristol County, Rhode Island",70553,94123
44003,"Kent County, Rhode Island",61279,76645
44005,"Newport County, Rhode Island",69369,88550
44007,"Providence County, Rhode Island",49411,65595
44009,"Washington County, Rhode Island",72163,93038
45001,"Abbeville County, South Carolina",34670,43780
45003,"Aiken County, South Carolina",43999,60006
45005,"Allendale County, South Carolina",22982,37894
45007,"Anderson County, South Carolina",42854,56521
45009,"Bamberg County, South Carolina",26697,45459
45011,"Barnwell County, South Carolina",34546,46264
45013,"Beaufort County, South Carolina",57133,79162
45015,"Berkeley County, South Carolina",51093,61270
45017,"Calhoun County, South Carolina",37318,53276
45019,"Charleston County, South Carolina",50133,71734
45021,"Cherokee County, South Carolina",35025,45034
45023,"Chester County, South Carolina",32112,45220
45025,"Chesterfield County, South Carolina",32304,43342
45027,"Clarendon County, South Carolina",33355,45419
45029,"Colleton County, South Carolina",31700,43914
45031,"Darlington County, South Carolina",38567,52352
45033,"Dillon County, South Carolina",26067,37036
45035,"Dorchester County, South Carolina",54875,66441
45037,"Edgefield County, South Carolina",44090,57049
45039,"Fairfield County, South Carolina",34117,45574
45041,"Florence County, South Carolina",41325,56743
45043,"Georgetown County, South Carolina",42677,62120
45045,"Greenville County, South Carolina",48518,66158
45047,"Greenwood County, South Carolina",39366,54322
45049,"Hampton County, South Carolina",35914,45203
45051,"Horry County, South Carolina",42877,57503
45053,"Jasper County, South Carolina",36696,48555
45055,"Kershaw County, South Carolina",43509,55837
45057,"Lancaster County, South Carolina",40034,50011
45059,"Laurens County, South Carolina",38713,48903
45061,"Lee County, South Carolina",27011,40366
45063,"Lexington County, South Carolina",52857,66606
45065,"McCormick County, South Carolina",36243,48556
45067,"Marion County, South Carolina",31762,43998
45069,"Marlboro County, South Carolina",28511,38877
45071,"Newberry County, South Carolina",42866,56970
45073,"Oconee County, South Carolina",42641,58060
45075,"Orangeburg County, South Carolina",33162,46127
45077,"Pickens County, South Carolina",42241,55134
45079,"Richland County, South Carolina",48485,66487
45081,"Saluda County, South Carolina",39095,49149
45083,"Spartanburg County, South Carolina",43563,57233
45085,"Sumter County, South Carolina",40542,51424
45087,"Union County, South Carolina",33679,44932
45089,"Williamsburg County, South Carolina",24530,37152
45091,"York County, South Carolina",53536,69495
46003,"Aurora County, South Dakota",46205,55033
46005,"Beadle County, South Dakota",40455,56711
46007,"Bennett County, South Dakota",34500,51400
46009,"Bon Homme County, South Dakota",43456,55308
46011,"Brookings County, South Dakota",46101,56804
46013,"Brown County, South Dakota",47327,57062
46015,"Brule County, South Dakota",48170,54401
46017,"Buffalo County, South Dakota",28493,38297
46019,"Butte County, South Dakota",41145,50666
46021,"Campbell County, South Dakota",40385,49402
46023,"Charles Mix County, South Dakota",36757,49154
46025,"Clark County, South Dakota",45844,61816
46027,"Clay County, South Dakota",39118,53741
46029,"Codington County, South Dakota",44672,59119
46031,"Corson County, South Dakota",28506,45116
46033,"Custer County, South Dakota",48125,56183
46035,"Davison County, South Dakota",44597,55599
46037,"Day County, South Dakota",40335,47207
46039,"Deuel County, South Dakota",46186,58299
46041,"Dewey County, South Dakota",30645,50299
46043,"Douglas County, South Dakota",45957,60458
46045,"Edmunds County, South Dakota",48039,59468
46047,"Fall River County, South Dakota",34948,51283
46049,"Faulk County, South Dakota",40125,56973
46051,"Grant County, South Dakota",44444,55589
46053,"Gregory County, South Dakota",35975,48585
46055,"Haakon County, South Dakota",49432,64161
46057,"Hamlin County, South Dakota",47771,64172
46059,"Hand County, South Dakota",44375,50927
46061,"Hanson County, South Dakota",47700,57051
46063,"Harding County, South Dakota",46797,57695
46065,"Hughes County, South Dakota",58082,69744
46067,"Hutchinson County, South Dakota",42386,56540
46069,"Hyde County, South Dakota",43906,58838
46071,"Jackson County, South Dakota",38581,49300
46073,"Jerauld County, South Dakota",43705,59600
46075,"Jones County, South Dakota",50795,65006
46077,"Kingsbury County, South Dakota",47152,55620
46079,"Lake County, South Dakota",46412,58459
46081,"Lawrence County, South Dakota",45137,59329
46083,"Lincoln County, South Dakota",70043,88491
46085,"Lyman County, South Dakota",41389,51692
46087,"McCook County, South Dakota",46964,68716
46089,"McPherson County, South Dakota",35065,46375
46091,"Marshall County, South Dakota",41731,54474
46093,"Meade County, South Dakota",47504,59746
46095,"Mellette County, South Dakota",34013,47169
46097,"Miner County, South Dakota",42361,59103
46099,"Minnehaha County, South Dakota",52758,66165
46101,"Moody County, South Dakota",49016,61824
46103,"Pennington County, South Dakota",48378,64535
46105,"Perkins County, South Dakota",36042,51767
46107,"Potter County, South Dakota",45682,54876
46109,"Roberts County, South Dakota",41483,54390
46111,"Sanborn County, South Dakota",46736,54325
46113,"Shannon County, South Dakota",25228,32193
46115,"Spink County, South Dakota",47983,66177
46117,"Stanley County, South Dakota",55679,68629
46119,"Sully County, South Dakota",51429,65071
46121,"Todd County, South Dakota",27431,40818
46123,"Tripp County, South Dakota",40609,49348
46125,"Turner County, South Dakota",50143,57089
46127,"Union County, South Dakota",63773,84192
46129,"Walworth County, South Dakota",40879,57482
46135,"Yankton County, South Dakota",51680,65158
46137,"Ziebach County, South Dakota",27917,38999
47001,"Anderson County, Tennessee",44872,58458
47003,"Bedford County, Tennessee",39480,51153
47005,"Benton County, Tennessee",34152,42257
47007,"Bledsoe County, Tennessee",35137,39813
47009,"Blount County, Tennessee",47298,59484
47011,"Bradley County, Tennessee",40541,55526
47013,"Campbell County, Tennessee",31337,40566
47015,"Cannon County, Tennessee",36742,46237
47017,"Carroll County, Tennessee",36455,48083
47019,"Carter County, Tennessee",32148,42624
47021,"Cheatham County, Tennessee",53337,65858
47023,"Chester County, Tennessee",39776,51278
47025,"Claiborne County, Tennessee",33178,43247
47027,"Clay County, Tennessee",28682,39271
47029,"Cocke County, Tennessee",28563,40040
47031,"Coffee County, Tennessee",39268,51025
47033,"Crockett County, Tennessee",36743,49391
47035,"Cumberland County, Tennessee",36955,47399
47037,"Davidson County, Tennessee",46737,67052
47039,"Decatur County, Tennessee",30311,50306
47041,"DeKalb County, Tennessee",36870,49097
47043,"Dickson County, Tennessee",44201,54448
47045,"Dyer County, Tennessee",38909,50660
47047,"Fayette County, Tennessee",57437,76980
47049,"Fentress County, Tennessee",29245,41675
47051,"Franklin County, Tennessee",41726,54825
47053,"Gibson County, Tennessee",37577,50211
47055,"Giles County, Tennessee",37981,49435
47057,"Grainger County, Tennessee",31711,42234
47059,"Greene County, Tennessee",36310,45838
47061,"Grundy County, Tennessee",25890,37276
47063,"Hamblen County, Tennessee",39604,52646
47065,"Hamilton County, Tennessee",45826,65152
47067,"Hancock County, Tennessee",22052,30948
47069,"Hardeman County, Tennessee",32601,45059
47071,"Hardin County, Tennessee",32131,44654
47073,"Hawkins County, Tennessee",36795,48020
47075,"Haywood County, Tennessee",33504,44763
47077,"Henderson County, Tennessee",37627,51247
47079,"Henry County, Tennessee",36463,47969
47081,"Hickman County, Tennessee",43935,51131
47083,"Houston County, Tennessee",34942,45476
47085,"Humphreys County, Tennessee",41810,51109
47087,"Jackson County, Tennessee",32846,42343
47089,"Jefferson County, Tennessee",38015,50143
47091,"Johnson County, Tennessee",32159,40933
47093,"Knox County, Tennessee",47277,66065
47095,"Lake County, Tennessee",26797,39817
47097,"Lauderdale County, Tennessee",34078,45868
47099,"Lawrence County, Tennessee",35737,46396
47101,"Lewis County, Tennessee",32337,43482
47103,"Lincoln County, Tennessee",41454,53451
47105,"Loudon County, Tennessee",50458,67649
47107,"McMinn County, Tennessee",38604,49083
47109,"McNairy County, Tennessee",34953,47413
47111,"Macon County, Tennessee",34747,46223
47113,"Madison County, Tennessee",40667,59095
47115,"Marion County, Tennessee",39857,50919
47117,"Marshall County, Tennessee",41620,53405
47119,"Maury County, Tennessee",46552,57541
47121,"Meigs County, Tennessee",34942,48483
47123,"Monroe County, Tennessee",35096,47002
47125,"Montgomery County, Tennessee",49695,59773
47127,"Moore County, Tennessee",45950,60833
47129,"Morgan County, Tennessee",37130,46367
47131,"Obion County, Tennessee",39671,51490
47133,"Overton County, Tennessee",34108,45977
47135,"Perry County, Tennessee",31857,40883
47137,"Pickett County, Tennessee",31157,44981
47139,"Polk County, Tennessee",36204,45533
47141,"Putnam County, Tennessee",34305,47935
47143,"Rhea County, Tennessee",36934,45663
47145,"Roane County, Tennessee",43129,56699
47147,"Robertson County, Tennessee",50759,60915
47149,"Rutherford County, Tennessee",54433,66391
47151,"Scott County, Tennessee",29454,38747
47153,"Sequatchie County, Tennessee",33536,47843
47155,"Sevier County, Tennessee",42569,56015
47157,"Shelby County, Tennessee",46102,66827
47159,"Smith County, Tennessee",43580,55385
47161,"Stewart County, Tennessee",42771,53131
47163,"Sullivan County, Tennessee",40572,54930
47165,"Sumner County, Tennessee",55211,71331
47167,"Tipton County, Tennessee",50869,60699
47169,"Trousdale County, Tennessee",44163,56412
47171,"Unicoi County, Tennessee",35265,48643
47173,"Union County, Tennessee",31535,40993
47175,"Van Buren County, Tennessee",31155,43964
47177,"Warren County, Tennessee",35575,47381
47179,"Washington County, Tennessee",42104,58439
47181,"Wayne County, Tennessee",33630,41147
47183,"Weakley County, Tennessee",33932,47347
47185,"White County, Tennessee",34642,45423
47187,"Williamson County, Tennessee",89063,116355
47189,"Wilson County, Tennessee",61400,73963
48001,"Anderson County, Texas",40577,57096
48003,"Andrews County, Texas",51598,81963
48005,"Angelina County, Texas",39325,55991
48007,"Aransas County, Texas",44129,60530
48009,"Archer County, Texas",53113,68089
48011,"Armstrong County, Texas",56538,66546
48013,"Atascosa County, Texas",43261,56209
48015,"Austin County, Texas",52510,70102
48017,"Bailey County, Texas",41106,52176
48019,"Bandera County, Texas",45595,57062
48021,"Bastrop County, Texas",52882,65272
48023,"Baylor County, Texas",37159,52581
48025,"Bee County, Texas",39247,49649
48027,"Bell County, Texas",49466,62159
48029,"Bexar County, Texas",48083,65341
48031,"Blanco County, Texas",46457,68066
48033,"Borden County, Texas",59643,93738
48035,"Bosque County, Texas",44744,57336
48037,"Bowie County, Texas",43210,58897
48039,"Brazoria County, Texas",67018,82433
48041,"Brazos County, Texas",37161,57686
48043,"Brewster County, Texas",39615,60939
48045,"Briscoe County, Texas",34130,43673
48047,"Brooks County, Texas",19936,37677
48049,"Brown County, Texas",39965,54436
48051,"Burleson County, Texas",42679,54786
48053,"Burnet County, Texas",48291,63327
48055,"Caldwell County, Texas",43136,56209
48057,"Calhoun County, Texas",44433,58013
48059,"Callahan County, Texas",45933,55339
48061,"Cameron County, Texas",32156,46911
48063,"Camp County, Texas",36998,49714
48065,"Carson County, Texas",60028,67698
48067,"Cass County, Texas",35592,48647
48069,"Castro County, Texas",36893,48298
48071,"Chambers County, Texas",72850,84749
48073,"Cherokee County, Texas",37758,50798
48075,"Childress County, Texas",47605,58476
48077,"Clay County, Texas",52868,62977
48079,"Cochran County, Texas",40513,49909
48081,"Coke County, Texas",40000,47441
48083,"Coleman County, Texas",27910,42027
48085,"Collin County, Texas",82758,103623
48087,"Collingsworth County, Texas",38750,51755
48089,"Colorado County, Texas",43252,59087
48091,"Comal County, Texas",65521,87153
48093,"Comanche County, Texas",36326,47578
48095,"Concho County, Texas",46528,58943
48097,"Cooke County, Texas",50176,61730
48099,"Coryell County, Texas",48920,57802
48101,"Cottle County, Texas",39038,45730
48103,"Crane County, Texas",48648,55756
48105,"Crockett County, Texas",51522,57473
48107,"Crosby County, Texas",35655,47040
48109,"Culberson County, Texas",37500,40682
48111,"Dallam County, Texas",47500,57217
48113,"Dallas County, Texas",48942,71859
48115,"Dawson County, Texas",39454,49628
48117,"Deaf Smith County, Texas",41134,52619
48119,"Delta County, Texas",34710,49194
48121,"Denton County, Texas",72305,91399
48123,"DeWitt County, Texas",43380,60699
48125,"Dickens County, Texas",35333,48581
48127,"Dimmit County, Texas",26730,40192
48129,"Donley County, Texas",44300,55064
48131,"Duval County, Texas",35144,47255
48133,"Eastland County, Texas",34531,49979
48135,"Ector County, Texas",50056,66283
48137,"Edwards County, Texas",43095,69252
48139,"Ellis County, Texas",62639,76779
48141,"El Paso County, Texas",38259,53280
48143,"Erath County, Texas",40096,55868
48145,"Falls County, Texas",31543,43096
48147,"Fannin County, Texas",44136,54039
